"Name","Commit","Runtime","GitHub","Group","Notes","Tags","fold","model","seed","lr","test_acc","test_auc","test_f1","test_loss","test_precision","test_recall","train_loss","valid_acc","valid_auc","valid_f1","valid_loss","valid_precision","valid_recall"
"gin_seed2_fold3","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","gin_kfold","-","","3","gin","2","0.000001277545409338495","0.8823912377450981","0.9532148253460982","0.8665957146425429","0.2755074172210332","0.8733774051616575","0.8599185309711626","0.24917159495880736","0.8824447037337663","0.9533876880022198","0.8667002229093262","0.27484816253613564","0.8731334634033264","0.8603610891682767"
"gin_seed2_fold4","e21d01bbc19bfe2d7a582f06c6268769e4640a91","3","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","gin_kfold","-","","4","gin","2","0.00001277545409338495","0.8827263327205882","0.9536128378758938","0.8668688251980827","0.2755169103577024","0.8743669012694862","0.8594982542350963","0.24256486623522552","0.8823390151515151","0.954098668634506","0.8665003837298542","0.2738063282373754","0.8735312037601184","0.8595818384263268"
"gin_seed3_fold0","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","gin_kfold","-","","0","gin","3","0.000001277545409338495","0.8807779947916666","0.9532118512567156","0.8647151168159571","0.2751144878061237","0.871823519102699","0.8577216935892324","0.2539118314211046","0.8809650635822511","0.9529291815456398","0.8649408333693082","0.27566030129257896","0.8718957914281293","0.8580959541643269"
"gin_seed3_fold1","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","gin_kfold","-","","1","gin","3","0.00001277545409338495","0.8813093596813726","0.953118220310934","0.8654153051143704","0.2766135789899299","0.8718896630172046","0.8590363912626485","0.24689274608887135","0.8812187161796536","0.9526764611830526","0.8652260462885238","0.2776751088097344","0.8721918669309995","0.8583706100694775"
"gin_seed3_fold2","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","gin_kfold","-","","2","gin","3","0.00001277545409338495","0.8822428385416666","0.9534293236930108","0.8670144614137045","0.2761828911479992","0.8699255787715073","0.8641227625893079","0.24414396672202895","0.8818824404761905","0.9532360582478328","0.8666310252322262","0.2767474913603847","0.8693366276898326","0.863942211605265"
"gin_seed3_fold3","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","gin_kfold","-","","3","gin","3","1.277545409338495e-7","0.8814769071691176","0.953247441506533","0.8656016415066686","0.27519909600781367","0.8721014175708786","0.8591980344192162","0.25269721880709095","0.8819289434523809","0.953481991702712","0.8661243702634946","0.2743282637692684","0.8723085835666698","0.860027225390056"
"gin_seed3_fold4","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","gin_kfold","-","","4","gin","3","0.00001277545409338495","0.8814816942401961","0.95336297526548","0.8653768773177601","0.27470494563918363","0.8733934078960366","0.8575061693804756","0.25521978687052455","0.881155303030303","0.9535078471554482","0.8650369189703015","0.2737073909863998","0.8726957465151647","0.8575113505487288"
"a3tgcn_2_points_seed1_fold0","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","a3tgcn_2_points_kfold","-","","0","a3tgcn_2_points","1","0.00002149225458233667","0.8817258348651961","0.9526427725703313","0.8660424313729742","0.2821774328198074","0.8714524207011686","0.860699198206742","0.21881672659042745","0.8811172551406926","0.9519261258347512","0.8653034635704808","0.2848361968285939","0.8709898269128779","0.8596908668671718"
"a3tgcn_2_points_seed1_fold1","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","a3tgcn_2_points_kfold","-","","1","a3tgcn_2_points","1","0.00002149225458233667","0.8812519148284313","0.952962850014106","0.8657988985187349","0.28053035591337055","0.8692884302009777","0.8623372704543495","0.22056219503455535","0.8819162608225108","0.9531904096424728","0.8663067306127529","0.2795429585446821","0.8712693033465553","0.8614003693198043"
"a3tgcn_2_points_seed1_fold2","e21d01bbc19bfe2d7a582f06c6268769e4640a91","2","https://github.com/loveiscomplicated/CTMP_GIN/tree/e21d01bbc19bfe2d7a582f06c6268769e4640a91","a3tgcn_2_points_kfold","-","","2","a3tgcn_2_points","1","0.0000021492254582336675","0.8809982000612745","0.953010219665606","0.8654473810980066","0.28044272402401005","0.8693576624873588","0.8615721182860592","0.22061811037508255","0.8806818181818182","0.9525101330612216","0.8650163564364012","0.2817766994651229","0.8695994999759604","0.8604812696841965"
