,Name,Commit,Runtime,GitHub,Group,Notes,Tags,fold,model,seed,lr,test_acc,test_auc,test_f1,test_loss,test_precision,test_recall,train_loss,valid_acc,valid_auc,valid_f1,valid_loss,valid_precision,valid_recall
109,no_gate_ctmp_gin_seed2_fold2,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,2.0,no_gate_ctmp_gin,2.0,2.0000545669e-06,0.8830805759803921,0.953522665733498,0.867972669088393,0.2784333863757884,0.870796997700551,0.8651666020087073,0.2253825711091677,0.8831925675675676,0.9538857143013992,0.8681601525262155,0.2774467884814949,0.8705668674122933,0.8657667078619641
110,no_gate_ctmp_gin_seed2_fold3,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,3.0,no_gate_ctmp_gin,2.0,2.0000545669e-06,0.8817880667892157,0.9533717299603672,0.8664799454976047,0.2791164343340931,0.8695170916983179,0.8634639424113109,0.2241200783553566,0.8828631756756756,0.9538570559220992,0.8678853463139545,0.2777950682188414,0.869624977330648,0.8661526614505595
111,no_gate_ctmp_gin_seed2_fold4,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,4.0,no_gate_ctmp_gin,2.0,2.0000545669e-06,0.8810747931985294,0.9527407662010886,0.8657969370391378,0.2832487043763746,0.8680336658759302,0.8635717056769688,0.216283637978711,0.8829011824324324,0.953439020463748,0.8678180370771145,0.2811691844723845,0.8703530176700068,0.8652977803127525
112,no_gate_ctmp_gin_seed3_fold0,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,0.0,no_gate_ctmp_gin,3.0,2.0000545669e-06,0.882290709252451,0.9528585605037704,0.8670900786465231,0.2824430373076624,0.8698594482040604,0.8643382867980646,0.2209834992333122,0.8806883445945946,0.9523412526114592,0.8652623647401628,0.284196849388484,0.8681646793117308,0.8623793906554494
113,no_gate_ctmp_gin_seed3_fold1,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,1.0,no_gate_ctmp_gin,3.0,2.0000545669e-06,0.8814769071691176,0.9530246909093014,0.8663286956803421,0.2826126693271808,0.8680674269145046,0.8645969158485727,0.2178745511228735,0.8814400337837838,0.9523583475250124,0.866232448220165,0.2853157937368766,0.8682719952623384,0.8642024604034757
114,no_gate_ctmp_gin_seed3_fold2,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,2.0,no_gate_ctmp_gin,3.0,2.0000545669e-06,0.8824821920955882,0.9538695807911654,0.8674982323382252,0.2778304251884086,0.8690038496474761,0.8659978232054916,0.2256786329366235,0.882652027027027,0.9534877808477284,0.867584129918896,0.2791008164319184,0.8697392683462791,0.8654396455835798
115,no_gate_ctmp_gin_seed3_fold3,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,3.0,no_gate_ctmp_gin,3.0,0.0002000054566973,0.8806678921568627,0.9528594397795735,0.8657171484286622,0.2770948020622069,0.8655120043946102,0.8659223897324267,0.2417778593473303,0.8811486486486486,0.9531342357024756,0.866309449163009,0.2763197059525278,0.8655775674675121,0.8670425695784879
116,no_gate_ctmp_gin_seed3_fold4,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_gate_ctmp_gin_kfold,-,,4.0,no_gate_ctmp_gin,3.0,2.0000545669e-06,0.8832241881127451,0.9541525505962096,0.8681661946864394,0.2770069943057822,0.8707921811814959,0.8655559985775402,0.2243405637803117,0.8832263513513513,0.9539830054563522,0.8679717341482047,0.2777778121310793,0.8718514397529111,0.8641264046546119
117,no_process_ctmp_gin_seed1_fold0,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,0.0,no_process_ctmp_gin,1.0,2.0000545669e-06,0.8841480928308824,0.9551258132682796,0.8690585046233423,0.27252883037726,0.8726516065238887,0.8654948702474351,0.2279609652660441,0.8846368243243243,0.9546478631641864,0.8695789172156975,0.2746375485618668,0.8733816675297773,0.865809138098226
118,no_process_ctmp_gin_seed1_fold1,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,1.0,no_process_ctmp_gin,1.0,2.0000545669e-06,0.8838417202818627,0.9552339343599904,0.8690494821882471,0.2703132766936038,0.8703881868399148,0.8677148892145875,0.2390560161723207,0.8842398648648648,0.9552568260967944,0.8693023610634322,0.270310626818889,0.8719714578132324,0.8666495546112236
